Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model
Mercedes-Benz,7500,sedan,319000,3.2,Gas,yes,1997,S 320
Mercedes-Benz,17999,other,38000,2,Petrol,yes,2009,CLC 200
Renault,7300,vagon,162000,1.5,Diesel,yes,2006,Megane
Toyota,29900,crossover,117000,3,Diesel,yes,2008,Land Cruiser Prado
Renault,4950,vagon,170000,1.5,Diesel,yes,2004,Kangoo
Audi,36000,vagon,40000,3,Diesel,yes,2010,Q7
Audi,1700,sedan,177000,1.6,Petrol,no,1996,A4
Audi,12450,vagon,1000,2,Diesel,yes,2008,A4
Volkswagen,13893.75,sedan,0,1.6,Petrol,yes,2016,Polo
Volkswagen,44600,crossover,60000,3,Diesel,yes,2013,Touareg
Toyota,35138.29,crossover,0,2,Petrol,yes,2016,Rav 4
BMW,3500,sedan,313000,2.5,Diesel,yes,1994,325
Mercedes-Benz,12800,other,260000,2.7,Diesel,yes,2005,Sprinter 316
Volkswagen,27000,sedan,85000,2,Diesel,yes,2013,Passat CC
Volkswagen,14800,sedan,143000,2,Diesel,yes,2010,Passat B6
Renault,2200,other,155000,1.6,Petrol,no,2004,Scenic
Volkswagen,2900,van,433000,2.4,Diesel,no,1995,T4 (Transporter)
Audi,12000,sedan,200000,6,Petrol,yes,2004,A8
Volkswagen,41000,crossover,180000,3,Diesel,yes,2013,Touareg
Audi,16300,vagon,180000,3.2,Petrol,yes,2006,A6 Allroad
Renault,5300,van,145000,1.5,Other,yes,2010,Kangoo
Mercedes-Benz,40500,sedan,39000,2.2,Diesel,yes,2015,E-Class
Mercedes-Benz,4300,van,300000,2.2,Diesel,no,2005,Vito
Volkswagen,4000,crossover,137000,2.5,Diesel,no,2004,Touareg
Volkswagen,9600,hatch,132000,1.6,Petrol,yes,2007,Golf V
Mitsubishi,18000,crossover,112000,3,Gas,yes,2008,Pajero Wagon
Renault,11300,vagon,184000,1.5,Diesel,yes,2011,Megane
Volkswagen,4999,hatch,131000,1.4,Petrol,yes,2002,Polo
Mercedes-Benz,24999,sedan,112000,2.2,Diesel,yes,2012,C-Class
Toyota,23300,crossover,93000,2.7,Other,yes,2011,Venza
Toyota,14900,crossover,124000,4,Petrol,yes,2006,Fortuner
Audi,22800,sedan,184000,2.7,Diesel,yes,2010,A6
Mercedes-Benz,35500,sedan,137000,3,Diesel,yes,2011,E-Class
Volkswagen,15000,other,280000,2.8,Diesel,yes,2006,LT
Toyota,8650,sedan,132000,1.6,Petrol,yes,2008,Corolla
Mitsubishi,22400,crossover,96000,2.5,Diesel,yes,2011,Pajero Sport
Mitsubishi,10400,sedan,123000,2,Petrol,yes,2009,Lancer X
Mercedes-Benz,195000,crossover,2000,5.5,Petrol,yes,2016,GLS 63
Audi,10500,vagon,198000,4.2,Gas,yes,2005,A6 Allroad
Renault,11900,crossover,68000,1.5,Diesel,yes,2011,Duster
BMW,36900,sedan,17000,2,Petrol,yes,2013,520
BMW,24500,crossover,170000,3,Diesel,yes,2006,X5
Volkswagen,4700,van,400000,2.4,Diesel,yes,1999,T4 (Transporter)
Toyota,18100,hatch,30000,1.6,Petrol,yes,2013,Auris
Mercedes-Benz,115000,sedan,47000,4.6,Petrol,yes,2013,S 500
Mercedes-Benz,10900,sedan,217000,3.2,Diesel,yes,2002,E-Class
BMW,7000,sedan,280000,3,Petrol,yes,2001,530
Mercedes-Benz,NA,sedan,20000,3,Diesel,yes,2015,S 350
Volkswagen,9999,vagon,161000,2,Diesel,yes,2008,Passat B6
Mitsubishi,12300,other,160000,2.5,Diesel,yes,2008,L 200
Volkswagen,67622.55,crossover,0,3,Diesel,yes,2016,Touareg
Volkswagen,18900,other,45000,2,Diesel,yes,2013,Passat B7
Volkswagen,6999,sedan,248000,1.8,Petrol,yes,2002,Passat B5
Mercedes-Benz,10250,sedan,261000,1.8,Petrol,yes,2003,E-Class
Toyota,3500,sedan,286000,1.6,Petrol,yes,2000,Corolla
BMW,13500,crossover,250000,3,Diesel,no,2006,X5
BMW,2450,sedan,328000,2.5,Diesel,no,1996,525
Volkswagen,7500,van,180000,2.5,Diesel,yes,2004,T5 (Transporter) 
Volkswagen,4900,vagon,263000,2,Diesel,no,2007,Passat B6
Audi,4600,vagon,242000,NA,Diesel,no,2004,A6
Mercedes-Benz,5000,vagon,248000,2,Gas,yes,1996,E-Class
BMW,29900,crossover,235000,3,Diesel,yes,2009,X5
Renault,7000,sedan,110000,1.4,Petrol,yes,2012,Symbol
Mitsubishi,11800,sedan,1000,1.5,Gas,yes,2010,Lancer X
Mercedes-Benz,16500,van,223000,2.2,Diesel,yes,2009,Vito
BMW,5300,sedan,147000,2.2,Gas,no,2001,320
Mercedes-Benz,7200,van,200000,2.2,Diesel,yes,2004,Vito
Volkswagen,8500,van,230000,1.9,Diesel,yes,2008,Caddy
BMW,39000,crossover,180000,3,Diesel,yes,2011,X5
Volkswagen,1850,vagon,270000,1.9,Diesel,yes,2000,Passat B5
Audi,36100,sedan,75000,3,Diesel,yes,2011,A7
Mitsubishi,3149.25,hatch,330000,2,Gas,yes,1993,Galant
Renault,5800,van,159000,1.5,Diesel,yes,2007,Kangoo
BMW,6700,sedan,370000,2,Petrol,yes,1997,320
Renault,18988.13,crossover,0,1.5,Diesel,yes,2016,Duster
Mitsubishi,6300,sedan,128000,NA,Petrol,yes,2007,Colt
BMW,7500,sedan,425000,NA,Gas,yes,1996,535
Volkswagen,28660,van,0,1.6,Diesel,yes,2016,Caddy
BMW,2999,sedan,210000,2,Other,no,1999,320
BMW,64500,crossover,1000,2,Diesel,yes,2016,X5
Toyota,21500,crossover,135000,2,Gas,yes,2007,Land Cruiser Prado
BMW,85555,sedan,10000,3,Diesel,yes,2015,640
Volkswagen,8650,van,108000,1.6,Diesel,yes,2013,Caddy
BMW,10600,sedan,1000,3,Diesel,yes,2000,530
Toyota,6900,hatch,109000,1.3,Gas,yes,2007,Yaris
Mercedes-Benz,2900,other,248000,2,Petrol,no,1999,CLK 200
Mercedes-Benz,12250,other,185000,2.2,Diesel,yes,2012,Vito
BMW,21700,crossover,101000,2.5,Gas,yes,2007,X3
Mercedes-Benz,2000,sedan,320000,2.2,Diesel,no,1998,E-Class
Audi,9900,vagon,284000,2.5,Diesel,yes,2004,A6
Mercedes-Benz,5850,van,240000,2.2,Diesel,yes,2001,Vito
Toyota,8200,vagon,204000,1.4,Diesel,yes,2005,Corolla
Volkswagen,NA,sedan,381000,2.5,Diesel,yes,2000,T4 (Transporter) 
Renault,7300,vagon,200000,1.5,Diesel,yes,2008,Megane
Mitsubishi,8000,sedan,145000,2,Gas,yes,2007,Lancer
Renault,6600,van,184000,1.5,Diesel,yes,2012,Kangoo
Mercedes-Benz,22500,sedan,164000,1.8,Gas,yes,2012,E-Class
Mercedes-Benz,13200,other,196000,2.2,Other,yes,2012,Sprinter 313
Volkswagen,1200,other,300000,1.4,Gas,yes,2000,Caddy
Volkswagen,8900,van,264000,2.5,Diesel,yes,2003,T4 (Transporter)
Mitsubishi,9200,sedan,163000,2,Petrol,yes,2008,Lancer X
Mercedes-Benz,10200,sedan,154000,2.5,Petrol,yes,2006,C-Class
Mercedes-Benz,2700,sedan,121000,2.5,Diesel,yes,1986,E-Class
Mercedes-Benz,9500,sedan,246000,6,Petrol,yes,1997,S 600
Mitsubishi,26850,crossover,84000,3.2,Diesel,yes,2012,Pajero Wagon
Audi,21900,crossover,183000,4.2,Petrol,yes,2007,Q7
Volkswagen,1700,hatch,250000,1.4,Petrol,no,1998,Polo
Mercedes-Benz,NA,crossover,0,2.2,Diesel,yes,2016,GLC-Class
Toyota,NA,crossover,49000,4.5,Diesel,yes,2014,Land Cruiser 200
Volkswagen,6500,hatch,225000,1.4,Petrol,yes,2000,Golf IV
Mitsubishi,10600,crossover,85000,NA,Gas,yes,2006,Outlander
Renault,5000,vagon,34000,1.5,Diesel,yes,2013,Logan
BMW,38000,sedan,74000,2,Diesel,yes,2014,520
Volkswagen,9599,sedan,140000,1.8,Petrol,yes,2008,Passat B6
Mercedes-Benz,10800,other,230000,1.8,Petrol,yes,2006,C-Class
Toyota,18800,crossover,105000,2,Gas,yes,2011,Rav 4
Mitsubishi,7650,sedan,133000,1.5,Gas,yes,2008,Lancer
Renault,6300,vagon,125000,2,Petrol,yes,2003,Laguna
BMW,5000,other,75000,1.9,Petrol,no,1998,Z3
Toyota,28500,crossover,107000,3.5,Gas,yes,2011,Highlander
BMW,13000,sedan,193000,3.6,Petrol,yes,2003,735
Toyota,16999,crossover,157000,2.7,Gas,yes,2007,Land Cruiser Prado
BMW,34500,other,160000,3,Diesel,yes,2011,X5
Volkswagen,10900,vagon,204000,2,Diesel,yes,2007,Passat B6
Mitsubishi,18999,crossover,121000,3.8,Gas,yes,2008,Pajero Wagon
BMW,9800,sedan,350000,3,Diesel,yes,2001,530
Volkswagen,4300,vagon,298000,1.8,Petrol,yes,1998,Golf III
Audi,3900,vagon,260000,2.5,Diesel,no,2003,A6
Volkswagen,13499,van,154000,2,Diesel,yes,2013,T5 (Transporter) 
Audi,19990,sedan,127000,2.8,Petrol,yes,2010,A6
Renault,3400,van,260000,2.2,Diesel,no,2005,Espace
Toyota,27800,sedan,157000,3.5,Petrol,yes,2011,Camry
Volkswagen,2300,hatch,320000,1.6,Gas,yes,1989,Golf II
BMW,30500,sedan,630000,NA,Petrol,yes,2010,523
Renault,7650,van,151000,1.5,Diesel,yes,2012,Kangoo
Volkswagen,10000,van,220000,1.9,Diesel,yes,2008,Caddy
Volkswagen,9700,vagon,130000,1.6,Gas,yes,2008,Golf Variant
Audi,1950,sedan,320000,19,Other,no,1996,A4
Audi,3800,sedan,270000,2.5,Diesel,no,2000,A6
Toyota,26900,crossover,115000,4,Gas,yes,2008,Land Cruiser Prado
BMW,NA,other,35000,3,Petrol,yes,2008,630
Toyota,12600,sedan,205000,2.4,Gas,yes,2006,Camry
Volkswagen,14899,van,158000,2,Diesel,yes,2012,T5 (Transporter) 
Renault,4999,vagon,252000,1.5,Diesel,yes,2007,Kangoo
BMW,57777,other,40000,4,Diesel,yes,2012,X6
Volkswagen,12350,van,167000,1.4,Petrol,yes,2011,Touran
Audi,7999,sedan,177000,2.7,Gas,yes,2003,A6
BMW,21600,crossover,200000,4.8,Other,yes,2007,X5
Mitsubishi,8000,sedan,67000,1.5,Petrol,yes,2009,Lancer X
Volkswagen,6799,hatch,1000,1.4,Gas,yes,1998,Golf IV
Toyota,25749.75,sedan,0,2.5,Petrol,yes,2016,Camry
Volkswagen,8899,vagon,198000,1.9,Other,yes,2004,Passat B5
Mercedes-Benz,26800,sedan,162000,5.5,Petrol,yes,2007,S 500
Toyota,25555,crossover,128000,4.7,Gas,yes,2004,Land Cruiser 100
Audi,25000,crossover,112000,3.2,Petrol,yes,2010,Q5
Volkswagen,15800,van,194000,2,Diesel,yes,2012,T5 (Transporter) 
BMW,3150,sedan,200000,2,Diesel,no,1999,320
Toyota,12300,sedan,157000,2.4,Gas,yes,2007,Camry
Toyota,45500,crossover,45000,3.5,Petrol,yes,2015,Highlander
Renault,6500,other,406000,2.5,Diesel,yes,2004,Master
Toyota,18999,crossover,95000,2,Petrol,yes,2011,Rav 4
BMW,8500,sedan,260000,2.2,Gas,yes,2001,520
Mercedes-Benz,8500,van,350000,2.2,Diesel,yes,2004,Sprinter 211
Toyota,13500,crossover,126000,4,Petrol,no,2011,Land Cruiser Prado
Volkswagen,2200,sedan,180000,1.9,Diesel,no,2003,Passat B5
Volkswagen,18500,vagon,125000,2,Diesel,yes,2011,Passat B7
Toyota,8420,other,150000,2.7,Gas,yes,2005,Tacoma
Audi,17500,vagon,144000,2,Diesel,yes,2010,A4
Audi,9000,sedan,158000,2,Gas,yes,2003,A4
Volkswagen,4400,hatch,238000,1.6,Petrol,yes,1994,Golf III
BMW,NA,crossover,0,3,Diesel,yes,2016,X5
Renault,7500,van,200000,2.2,Diesel,yes,2002,Espace
Toyota,17950,sedan,87000,2.4,Petrol,yes,2010,Camry
BMW,51500,crossover,23000,3,Petrol,yes,2013,X6
Mitsubishi,10800,crossover,165000,3,Gas,yes,2007,Pajero Sport
Volkswagen,33700,van,11000,1.4,Petrol,yes,2016,Touran
Volkswagen,17000,crossover,158000,2.5,Diesel,yes,2007,Touareg
Volkswagen,11200,crossover,1000,4.2,Petrol,yes,2004,Touareg
BMW,4500,sedan,140000,3,Diesel,no,2000,530
Toyota,43999,other,0,2.8,Diesel,yes,2016,Hilux
Audi,39800,sedan,180000,4.2,Other,yes,2012,A8
BMW,6500,sedan,272000,2.8,Petrol,yes,1996,328
Volkswagen,18700,vagon,196000,2,Diesel,yes,2011,Passat B7
Audi,38500,vagon,75000,2,Diesel,yes,2013,Q3
BMW,8200,sedan,241000,2,Petrol,yes,1998,320
Audi,7500,vagon,240000,2,Petrol,yes,2002,A4
Toyota,11550,sedan,95000,2.4,Petrol,yes,2007,Camry
Mercedes-Benz,39500,sedan,30000,1.6,Petrol,yes,2014,C-Class
Volkswagen,6200,sedan,161000,4.2,Gas,no,2004,Phaeton
BMW,17200,crossover,308000,4.6,Gas,yes,2003,X5
BMW,2900,sedan,280000,2.5,Diesel,no,1997,525
Renault,14600,other,169000,2.3,Diesel,yes,2013,Master
BMW,34900,crossover,110000,4.4,Petrol,yes,2010,X6
Toyota,164500,crossover,0,4.5,Diesel,yes,2015,Land Cruiser 200
Audi,NA,crossover,1000,3,Diesel,yes,2016,A6 Allroad
BMW,15299,other,136000,NA,Petrol,yes,2008,523
Mercedes-Benz,7000,other,170000,2.2,Petrol,no,2001,CLK 220
Mercedes-Benz,32000,van,255000,3,Diesel,yes,2008,Sprinter 318
Renault,7500,vagon,168000,1.5,Diesel,yes,2005,Grand Scenic
Volkswagen,9000,other,217000,2.5,Diesel,yes,2005,T5 (Transporter)
Mitsubishi,7000,sedan,180000,1.6,Gas,yes,2004,Lancer
Mercedes-Benz,199999,crossover,0,5.5,Petrol,yes,2016,GLS 63
Audi,2700,sedan,234000,2.5,Other,no,2000,A6
Volkswagen,10950,van,165000,2,Diesel,yes,2012,Caddy
Toyota,15500,sedan,120000,3.5,Petrol,yes,2008,Camry
Mercedes-Benz,8700,sedan,210000,5,Petrol,yes,1997,S 500
Mercedes-Benz,6000,van,200000,2.2,Diesel,yes,2000,Vito
Mitsubishi,16950,crossover,135000,3,Gas,yes,2008,Pajero Wagon
Mercedes-Benz,15000,crossover,400000,3,Diesel,yes,1997,Sprinter 212
Toyota,26500,crossover,102000,2.5,Diesel,yes,2013,Hilux
Mercedes-Benz,3100,vagon,400000,2.2,Diesel,no,2002,C-Class
Toyota,59900,crossover,90000,4.5,Diesel,yes,2012,Land Cruiser 200
Toyota,63000,crossover,3000,4.2,Diesel,yes,2013,Land Cruiser 76
Mercedes-Benz,19800,crossover,218000,3,Diesel,yes,2006,ML 280
Volkswagen,13000,van,110000,1.9,Diesel,yes,2009,T5 (Transporter)
Audi,12200,sedan,130000,2.4,Petrol,yes,2006,A6
Mitsubishi,5700,other,170000,1.3,Petrol,yes,2006,Colt
Audi,2550,sedan,370000,2.5,Diesel,no,1998,A6
Toyota,13500,sedan,144000,3.5,Gas,yes,2007,Camry
Renault,10200,van,183000,2,Diesel,yes,2012,Trafic
Audi,13000,other,161000,1.8,Gas,yes,2001,TT
Volkswagen,10500,sedan,210000,5,Diesel,yes,2004,Phaeton
BMW,3100,sedan,315000,2.5,Diesel,no,1998,525
BMW,9400,sedan,221000,4.4,Gas,yes,2004,745
Audi,10000,sedan,206000,2.5,Diesel,yes,2003,A6
Mitsubishi,4200,sedan,270000,2,Gas,yes,1998,Galant
Renault,7500,sedan,131000,1.6,Petrol,yes,2009,Megane
Mercedes-Benz,38600,other,12000,1.8,Petrol,yes,2012,E-Class
Toyota,8900,hatch,140000,1.6,Petrol,yes,2008,Auris
Renault,4800,van,113000,15,Diesel,yes,2006,Kangoo
Toyota,24000,crossover,270000,4.2,Diesel,yes,1994,Land Cruiser 80
Mercedes-Benz,51500,other,75000,6.3,Petrol,yes,2009,CL 63 AMG
Mercedes-Benz,5100,sedan,270000,3.2,Diesel,no,2001,S 320
Mitsubishi,4999,sedan,60000,1.6,Petrol,yes,2007,Lancer
Mitsubishi,6666,sedan,162000,NA,Petrol,yes,2007,Lancer
Mitsubishi,9450,sedan,125000,2,Gas,yes,2008,Lancer X
Audi,3850,vagon,215000,2.5,Diesel,no,2002,A6
Renault,7800,vagon,170000,1.5,Diesel,no,2013,Megane
Audi,49700,crossover,80000,3,Diesel,yes,2013,Q7
Mitsubishi,9000,sedan,78000,2.4,Gas,yes,2006,Galant
Toyota,18990,crossover,95000,2,Petrol,yes,2011,Rav 4
Mitsubishi,7200,sedan,102000,1.6,Petrol,yes,2007,Lancer
BMW,117000,crossover,1000,NA,Other,yes,2016,X6 M
Volkswagen,11900,other,112000,2,Diesel,yes,2011,T6 (Transporter) 
Toyota,2800,sedan,287000,1.3,Petrol,yes,1995,Corolla
Volkswagen,2200,sedan,272000,1.9,Diesel,no,1998,Passat B5
Mitsubishi,17500,crossover,170000,3.8,Gas,yes,2008,Pajero Wagon
Audi,49900,other,79000,4.2,Petrol,yes,2007,R8
Volkswagen,8650,van,238000,2.5,Diesel,yes,2002,T4 (Transporter)
Audi,8800,sedan,205000,1.8,Petrol,yes,2003,A4
Mercedes-Benz,69999,crossover,0,2.2,Diesel,yes,2016,GLE-Class
Volkswagen,8910.53,hatch,103000,1.4,Petrol,yes,2012,Polo
Toyota,15500,crossover,165000,2.7,Gas,yes,2005,Land Cruiser Prado
Audi,19500,crossover,175000,3.6,Petrol,yes,2007,Q7
Toyota,27700,sedan,21000,2.5,Petrol,yes,2015,Camry
Volkswagen,9600,van,255000,1.9,Diesel,yes,2004,T5 (Transporter)
BMW,12500,crossover,176000,3,Gas,yes,2002,X5
Audi,4799,vagon,260000,2.5,Diesel,no,2002,A6 Allroad
Toyota,20900,sedan,70000,2.5,Petrol,yes,2012,Camry
Audi,14900,sedan,203000,2.8,Petrol,yes,2008,A6
Toyota,12750,hatch,164000,1.4,Diesel,yes,2012,Auris
BMW,5900,hatch,243000,2,Petrol,no,2006,116
Mercedes-Benz,2700,sedan,400000,2.9,Diesel,yes,1997,E-Class
Audi,4700,sedan,400000,2.6,Petrol,yes,1996,A6
Audi,9500,other,0,NA,Other,yes,2003,A6
BMW,77000,other,64000,4.4,Petrol,yes,2012,M6
Renault,5900,van,250000,1.9,Diesel,yes,2005,Trafic
Volkswagen,24000,sedan,67000,1.8,Petrol,yes,2012,Passat CC
Audi,18400,vagon,151000,2,Diesel,yes,2010,A4
Mercedes-Benz,56800,sedan,74000,6.3,Petrol,yes,2010,S 63 AMG
Renault,8000,hatch,50000,1.6,Petrol,yes,2012,Sandero
Mercedes-Benz,5000,sedan,382000,2,Petrol,yes,1994,E-Class
Mitsubishi,9900,sedan,98000,2,Petrol,yes,2009,Lancer X
Mercedes-Benz,18900,other,111000,2.5,Petrol,yes,2009,C-Class
Toyota,20500,crossover,139000,4,Gas,yes,2005,Land Cruiser Prado
Volkswagen,2500,vagon,232000,1.6,Petrol,no,2001,Golf IV
Renault,9000,vagon,179000,1.5,Diesel,yes,2010,Megane
Renault,7700,sedan,100000,1.6,Gas,yes,2008,Megane
Audi,32300,hatch,54000,2.8,Petrol,yes,2011,A6
Mercedes-Benz,72700,van,42000,2.2,Diesel,yes,2014,V 250
Renault,6200,sedan,246000,1.4,Petrol,yes,2005,Megane
Audi,4000,sedan,400000,2,Petrol,yes,1992,100
Toyota,9003.15,sedan,43000,1.3,Petrol,yes,2014,Corolla
Mercedes-Benz,14900,other,195000,3.2,Gas,yes,1999,CLK 320
Mercedes-Benz,NA,van,0,2.2,Diesel,yes,2016,V 250
Audi,2200,sedan,250000,NA,Diesel,no,2001,A6
Volkswagen,NA,van,1000,NA,Diesel,yes,2005,Caddy
BMW,65393.25,crossover,0,2,Diesel,yes,2016,X5
Renault,9000,van,158000,2,Diesel,yes,2012,Trafic
Audi,NA,sedan,60000,6.3,Petrol,yes,2013,A8
Audi,8500,sedan,253000,2.5,Diesel,yes,2001,A6
Renault,5900,hatch,171000,1.5,Other,yes,2005,Megane
Mitsubishi,5100,hatch,250000,1.3,Gas,yes,2006,Colt
Mercedes-Benz,40500,sedan,108000,5.5,Petrol,yes,2010,S 500
Audi,8600,sedan,154000,1.8,Petrol,yes,2001,A6
Mitsubishi,5900,sedan,142000,1.6,Gas,yes,2005,Lancer
Volkswagen,17900,other,123000,1.8,Petrol,yes,2010,Passat CC
BMW,34400,crossover,37000,2,Diesel,yes,2013,X1
BMW,13500,sedan,138000,2.5,Petrol,yes,2004,525
Renault,9600,van,175000,2,Diesel,yes,2007,Trafic
Mercedes-Benz,15000,other,82000,1.8,Petrol,yes,2004,SLK 200
Mercedes-Benz,22000,other,53000,3,Petrol,yes,2007,CLK 280
Volkswagen,13700,other,200000,2.5,Diesel,yes,2005,Touareg
BMW,38000,sedan,61000,NA,Petrol,yes,2013,535
Toyota,18800,sedan,47000,2.4,Petrol,yes,2009,Camry
Volkswagen,7600,hatch,127000,1.4,Petrol,yes,2007,Polo
Toyota,11950,hatch,120000,1.4,Petrol,yes,2013,Auris
Audi,11300,sedan,202000,2.7,Diesel,no,2008,A6
Volkswagen,13500,van,43000,2,Diesel,yes,2014,T5 (Transporter) 
Toyota,11990,sedan,129000,2.4,Petrol,yes,2007,Camry
Toyota,16500,other,130000,2.7,Gas,yes,2004,Land Cruiser Prado
BMW,19000,crossover,215000,3,Diesel,yes,2006,X5
Renault,5500,van,160000,1.5,Diesel,yes,2005,Kangoo
BMW,39999,sedan,45000,3,Petrol,yes,2011,535
Toyota,15500,sedan,140000,2.4,Gas,yes,2007,Camry
Mitsubishi,11700,crossover,197000,3,Gas,yes,2006,Pajero Sport
Volkswagen,2750,vagon,1000,1.9,Diesel,no,2001,Passat B5
Renault,7150,vagon,1000,1.5,Diesel,yes,2005,Megane
BMW,10500,hatch,220000,2,Petrol,yes,2005,118
Mercedes-Benz,24900,sedan,97000,1.8,Petrol,yes,2012,E-Class
Toyota,NA,sedan,24000,2.5,Petrol,yes,2015,Camry
Mercedes-Benz,26000,other,22000,1.8,Petrol,yes,2014,C-Class
Mercedes-Benz,21500,crossover,148000,6.2,Petrol,yes,2008,ML 63 AMG
BMW,2222,sedan,268000,1.8,Petrol,no,1996,318
BMW,2900,vagon,236000,2,Diesel,no,2001,320
Volkswagen,4600,hatch,1000,1.8,Gas,yes,1996,Golf III
Mercedes-Benz,3200,sedan,198000,2,Gas,yes,1992,190
Mitsubishi,19400,crossover,78000,2.4,Petrol,yes,2012,Outlander XL
Renault,4000,sedan,215000,1.9,Diesel,no,2005,Laguna
BMW,65099,crossover,0,2,Diesel,yes,2016,X5
BMW,53999,sedan,80000,2.99,Diesel,yes,2012,550
Renault,9200,vagon,155000,1.5,Diesel,yes,2010,Clio
Mitsubishi,19400,crossover,78000,NA,Petrol,yes,2012,Outlander XL
Mercedes-Benz,109999,van,0,2.2,Diesel,yes,2016,V 250
Mercedes-Benz,23500,van,170000,2.2,Diesel,yes,2011,Vito
Audi,4800,sedan,390000,2.6,Petrol,yes,1993,100
Toyota,13500,sedan,100000,2.4,Petrol,yes,2007,Camry
Toyota,8700,sedan,131000,1.6,Gas,yes,2007,Corolla
Mercedes-Benz,12300,sedan,423000,5,Gas,yes,1997,S 500
Mitsubishi,7900,other,148000,1.8,Petrol,yes,2003,Pajero Pinin
Volkswagen,10700,van,153000,2,Diesel,yes,2010,Caddy
Renault,6800,van,185000,1.6,Other,yes,2006,Kangoo
Renault,8500,van,157000,1.5,Diesel,no,2013,Scenic
Mitsubishi,18700,crossover,97000,3.2,Diesel,yes,2009,Pajero Wagon
BMW,1900,vagon,285000,2.5,Diesel,no,1997,525
Mercedes-Benz,15500,van,75000,2,Diesel,yes,2011,Vito
Volkswagen,8700,hatch,148000,1.4,Other,yes,2008,Polo
Mercedes-Benz,47300,sedan,121000,3,Diesel,yes,2012,S 350
BMW,5000,sedan,400000,2.5,Petrol,yes,1991,525
Toyota,24000,crossover,73000,4,Petrol,yes,2008,Land Cruiser Prado
Volkswagen,14800,sedan,85000,1.4,Petrol,yes,2013,Jetta
Mitsubishi,5500,crossover,1000,2,Petrol,yes,1986,Pajero
Mercedes-Benz,6400,van,290000,2.2,Diesel,yes,1999,Vito
Mitsubishi,19000,crossover,139000,2.4,Gas,yes,2011,Outlander XL
Mercedes-Benz,11700,van,211000,2.2,Diesel,yes,2007,Vito
Volkswagen,6500,vagon,101000,2,Diesel,yes,2011,Passat B6
Volkswagen,4999,sedan,145000,2,Petrol,yes,2000,Bora
Volkswagen,1900,hatch,100000,1.6,Petrol,yes,1989,Golf II
Renault,8999,vagon,100000,1.5,Diesel,yes,2009,Kangoo
Volkswagen,12700,van,164000,1.6,Diesel,yes,2012,Touran
Mercedes-Benz,2200,sedan,168000,2,Petrol,no,1994,E-Class
BMW,32500,vagon,65000,2,Petrol,yes,2014,328
Volkswagen,16800,vagon,149000,1.4,Gas,yes,2013,Passat B7
Mercedes-Benz,8999,van,360000,2.2,Diesel,yes,2006,Vito
Audi,2500,sedan,407000,2.8,Gas,no,1999,A6
BMW,37000,sedan,95000,4.4,Petrol,yes,2011,750
Volkswagen,19500,sedan,82000,1.8,Petrol,yes,2011,Passat B7
Volkswagen,10900,van,240000,2.5,Diesel,yes,2007,T5 (Transporter)
BMW,36500,sedan,33000,2,Diesel,yes,2014,328
Renault,7300,van,154000,1.5,Diesel,yes,2012,Kangoo
BMW,17500,vagon,125000,3,Diesel,yes,2006,530
Audi,24500,sedan,122000,4,Diesel,yes,2008,A8
Toyota,15500,crossover,146000,2.4,Gas,yes,2008,Rav 4
Mercedes-Benz,4050,sedan,200000,NA,Diesel,yes,2001,S 320
Mitsubishi,25000,crossover,0,2,Petrol,yes,2016,Outlander
Mercedes-Benz,11900,sedan,167000,1.8,Petrol,yes,2005,C-Class
Mercedes-Benz,8000,van,40000,2.9,Diesel,yes,1999,Sprinter 212
Mitsubishi,16900,crossover,126000,3,Gas,yes,2008,Pajero Wagon
Toyota,8800,crossover,205000,2,Petrol,yes,2002,Rav 4
BMW,13000,sedan,220000,2.5,Petrol,yes,2005,523
Renault,7500,van,43000,1.5,Diesel,yes,2013,Kangoo
Toyota,8300,sedan,140000,3,Petrol,yes,2002,Camry
Toyota,18700,crossover,250000,4.7,Gas,yes,2004,Land Cruiser 100
Toyota,28787.85,sedan,0,2.5,Petrol,yes,2016,Camry
Mercedes-Benz,16500,sedan,190000,2.2,Diesel,yes,2007,C-Class
Mitsubishi,13900,crossover,127000,3,Petrol,yes,2008,Outlander XL
Audi,1350,vagon,400000,1.9,Diesel,no,1994,80
Toyota,20859.15,crossover,1000,2,Petrol,yes,2016,Rav 4
Mitsubishi,28800,crossover,100000,3.2,Diesel,yes,2013,Pajero Wagon
Mercedes-Benz,34900,crossover,64000,2.2,Diesel,yes,2013,GLK 220
BMW,37500,other,45000,2,Petrol,yes,2013,520
Mercedes-Benz,19700,sedan,220000,2.2,Diesel,yes,2009,E-Class
Mercedes-Benz,12800,other,116000,2.2,Diesel,yes,2013,Vito
Mercedes-Benz,8000,van,293000,NA,Diesel,yes,1999,Vito
Renault,4600,van,265000,1.5,Diesel,yes,2008,Kangoo
Mercedes-Benz,17977,van,322000,3,Diesel,yes,2007,Sprinter 318
Volkswagen,11962,sedan,0,1.6,Petrol,yes,2015,Polo
Volkswagen,12500,vagon,195000,1.6,Diesel,yes,2013,Golf VI
Volkswagen,9200,van,268000,2.5,Diesel,yes,2003,T4 (Transporter)
Mercedes-Benz,28500,sedan,148000,2.2,Diesel,yes,2011,E-Class
Volkswagen,16950,sedan,38000,2,Diesel,yes,2014,Jetta
